y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
85,2.835253645,-1.245499722,12.20880865,-11.09610455,-10.64154731,10.50109404,5.780042377,14.662244,2.764533955,2.514500498,4.801226368,4.572630136,-1.215717766
58,2.816133874,-1.157957842,12.38270212,-10.52053354,-10.10823586,10.23679981,5.230871195,14.31979296,3.325062092,2.188928349,4.518835549,4.598442774,-1.155395522
55,3.4589412,-1.012000435,12.25558412,-10.584046,-10.70756016,9.735531846,5.134061204,13.91942326,2.922653692,1.913488268,3.97549472,4.167750165,-1.525966058
49,3.581905317,-1.688549467,11.98305436,-12.25190418,-10.87266973,9.440785996,6.51172386,14.9528918,1.736325802,2.80374104,4.214554747,4.068663365,0.38684358
47,3.460301098,-0.809934357,12.09513712,-11.95374054,-10.43373962,9.581436884,5.357416745,15.21378145,2.496321482,2.233968415,3.916459716,4.251006037,-0.178149609
60,2.542385027,-0.737723924,12.94512985,-11.30776599,-9.984448401,10.23555287,6.332292279,14.90495709,2.950240719,2.441420421,4.682352073,4.828678592,-0.430493928
48,3.356294028,-1.671942844,13.1843837,-10.42623315,-9.790914487,9.616169501,5.452789174,14.4667905,2.776675813,1.60794102,4.557525015,4.131662384,-1.453675977
43,3.426066055,-2.114815266,12.99535233,-10.55709099,-9.979527971,9.274529906,5.236792632,14.42179884,2.879869494,1.66809673,4.13343361,4.330627333,-1.189300975
43,3.306728636,-1.317261765,12.82439886,-11.28962313,-10.27429058,9.733968039,5.427735383,15.32600854,2.355025684,2.091935114,4.864326361,4.292291635,-0.413136294
56,3.418285071,-1.568702315,12.50103762,-11.05629153,-10.54638725,9.951347914,5.47651825,14.68906235,2.253862969,1.765484065,3.961653112,3.758848826,-1.384179213
41,4.122035343,-1.622898017,12.26080807,-10.48548811,-10.79389491,9.188654027,5.372830354,14.2013051,2.294339353,2.050176209,4.028596658,3.606992059,-1.065930613
36,3.454810838,-1.067588739,11.87693696,-10.60887537,-10.17243794,10.077831,4.627221518,14.22004028,2.91444749,2.239581361,3.609277224,4.073265218,-1.529426552
47,2.945113749,-1.195049016,12.84078931,-10.95292366,-9.551831348,10.00316729,5.362542554,14.9046672,3.025237583,1.54372601,4.713037136,4.264637572,-1.47728148
61,2.92537105,-0.945688787,12.72559963,-9.598411748,-10.04813692,9.757218181,5.079202827,14.65669504,2.514315808,2.001823037,4.352419527,4.009373084,-2.10717667
43,2.764816986,-0.81156087,12.35625291,-12.24491734,-11.1092806,10.30653486,6.206760999,15.31692616,2.249286229,3.082437557,4.443862489,4.200416357,0.071304582
51,3.037460014,-0.963818683,11.5019173,-9.82809615,-10.57170911,10.18099536,4.708620743,14.26465588,2.90800253,2.770514084,3.926172609,4.081286769,-2.094615455
35,3.334959702,-2.066344681,12.62041588,-11.35338711,-10.96497338,9.645498551,5.814014586,15.05069758,2.757765478,2.167407461,4.565833864,4.366015117,-0.507060843
49,2.592814266,-0.451320147,12.38907225,-10.64317969,-10.53058048,9.892428431,5.851980896,14.43514195,3.245981681,2.888219375,4.425767101,4.502068396,-1.587274091
42,2.976619122,-1.647349071,12.48854175,-11.24031999,-9.880311561,10.56424916,4.681493754,14.30267933,3.070189089,1.992871146,3.856470707,4.284325411,-1.800692047
68,3.688757083,-1.318075811,14.01764673,-8.49270217,-9.828395312,9.392648816,4.653544565,14.27300398,3.076605294,1.632111104,4.886356056,4.116219951,-1.703243635
43,3.168226917,-1.259636489,12.52757093,-11.17957641,-10.01724058,10.38863762,5.332527496,14.21946001,3.338259175,2.22143593,4.029293944,4.559872964,-1.604204789
51,2.872303392,-1.470620842,12.76638985,-9.410913781,-10.04931685,10.14081427,4.86711356,14.51496969,3.331208325,2.43360948,4.592576375,4.323060435,-2.14457479
57,3.237978485,-1.318937188,13.12219164,-9.31855806,-9.982065664,9.729734185,4.851784651,14.2163744,3.886460267,1.810795612,4.614478108,4.5153308,-1.885057607
37,2.927715565,-0.534687471,12.14987724,-11.18700757,-10.67661973,10.20219398,5.871555401,14.62628167,2.876380362,3.190683689,4.844706419,4.302334068,-1.367955643
50,3.649211792,-1.548407548,12.39087816,-11.43939553,-10.23447466,10.08578708,5.32334481,14.68980939,2.4224078,1.971418635,3.953020117,3.907594693,-0.801006201
57,4.026724857,-1.91751049,12.34176029,-10.78179277,-10.33024042,9.519847601,5.310488522,14.12433499,2.59062422,1.671026628,4.223714991,4.099924435,-1.18021807
59,3.241947465,-1.02596815,11.99723885,-10.37780966,-10.3355219,10.19231002,5.318510397,14.62638296,2.521848094,2.67939156,4.147320006,4.025775369,-2.032778161
56,2.507269173,-1.683963783,12.76251468,-10.79389423,-10.58417179,9.690177129,5.482631792,14.6467919,2.815100241,2.430998064,4.306324306,4.610525861,-0.950424915
38,3.48386054,-1.696733691,12.48739168,-10.04185702,-10.46852064,9.44080653,4.178114283,14.26943512,2.134583335,1.63109315,3.932996135,3.733257691,-1.468087447
56,2.78068452,-0.420224797,11.212883,-11.06561323,-10.50521212,10.66263262,5.120335405,14.1664162,3.762959494,2.770592047,4.187240535,4.542253941,-1.588917229
50,3.145777498,-0.425773602,11.80052307,-10.57411472,-10.71309304,10.26616392,5.008982493,14.28424729,2.884594981,2.156372,4.515301044,4.164167812,-1.834543193
54,2.949600242,-1.579288073,12.6827054,-10.11778997,-9.4373748,10.06268958,5.229783633,14.65190095,2.75573804,1.920899368,4.058607459,4.296810553,-2.021641578
66,3.34741744,-1.58852006,13.11545208,-10.94927431,-9.555629738,9.658644811,5.884877797,14.44005755,2.673964172,1.729323208,4.116904035,4.114532713,-1.064045014
39,3.185230363,-1.459615626,14.12067409,-11.53947698,-9.539775306,9.702638105,5.653021103,15.02833281,3.073334681,1.988219559,4.884763704,4.720184068,-0.082907282
43,3.097073895,-1.677089827,12.94608936,-11.2996761,-10.09498829,9.986108514,5.917599947,14.70165052,3.214758842,1.940007964,4.459232993,4.581382449,-0.898390648
37,2.76243475,-1.913791869,13.06824413,-11.35528824,-9.674392254,10.12176125,5.255739765,14.829422,3.598011664,1.655434397,4.528370899,4.743725998,-1.594632499
48,3.46515997,-1.171923008,12.25963362,-10.23018671,-10.71772153,10.00397036,5.392346615,14.17560034,3.020736709,2.643043263,4.347142482,4.311285255,-1.293820172
50,3.290376382,-0.354375606,11.79347459,-10.56548141,-10.01496328,9.73485117,4.578802572,14.71064638,3.423746768,2.700449486,4.199205363,4.474510856,-1.788323004
50,3.528817884,-1.323185669,13.25306812,-10.78327675,-10.15491789,9.482239863,4.592026119,14.89387084,2.979716529,1.72757685,4.554590109,4.357657634,-1.073924396
41,3.518636585,-1.232654545,12.19982559,-8.766004489,-9.806605274,9.547230329,4.9213296,13.29518783,2.812403921,1.813271386,3.803990304,3.626314986,-2.71465148
57,2.944764813,-0.777126677,11.9701604,-11.08467831,-10.12888044,10.17939893,5.466827688,14.75257793,2.668312395,2.316889702,3.955865885,4.231486773,-1.617702341
56,3.002944753,-1.549563457,12.31764785,-11.58804744,-10.24195088,10.22025846,5.668264721,14.72391392,2.41165547,2.286731623,4.17845075,4.245719127,-1.386158063
38,3.739459253,-1.748880172,12.64919489,-10.58806085,-10.24635085,9.921462774,4.931320407,13.96670407,3.053740501,1.754221773,4.110440689,4.170350921,-1.622801389
34,3.246744249,-0.612948648,11.55235734,-10.98524945,-10.21660556,10.18148795,5.198290632,14.42422301,2.517928672,2.404274158,4.133326358,3.681172679,-1.421418338
58,3.220993263,-1.162678725,12.75362008,-10.51146055,-10.01105405,10.00137142,4.622122062,14.75924446,3.112107811,1.534078946,4.698266409,4.315468293,-1.811757337
52,3.181228148,-1.775596523,13.08717226,-11.17189715,-10.09123474,9.013548532,5.83042754,14.92114833,1.618769584,1.91115393,4.419525826,4.064024482,-0.341318109
65,2.763522417,-1.063055549,12.22362096,-10.57242982,-10.2214081,10.47757246,5.552835613,14.07678814,3.446931649,2.815453132,4.403637662,4.647096561,-1.830934522
50,2.92407862,-1.170671462,12.84115349,-10.25869226,-10.30819607,9.710404935,5.120017549,14.74776049,3.039121393,1.941612046,4.394845729,4.591635137,-1.42881463
74,3.236996794,-0.827140895,12.07444386,-10.21133453,-10.47128053,10.19180253,5.103136669,14.31824588,3.153394504,2.036094873,4.456934161,4.36608297,-2.20089909
55,3.426349772,-0.74374698,11.98335134,-10.96880055,-10.30827492,9.795220469,5.473475629,14.49298886,2.660458147,2.169334252,4.056767553,4.100528412,-1.382226297
75,3.077302294,-0.480136783,11.78271814,-12.01184971,-10.23310474,10.4196865,5.665375526,14.63760175,2.376159894,2.40280932,4.412395929,4.192487564,-1.386491018
35,3.554427111,-1.08981891,12.7164689,-9.350550008,-9.509392873,9.415203334,4.365899581,14.83305702,3.276447797,1.843030803,4.739303517,4.326805674,-1.388100222
37,3.100566228,-1.080344272,12.73886293,-10.21354157,-9.925654441,9.97309201,5.367534012,14.35579415,2.83611282,2.361246102,3.970475294,4.188216273,-2.328425173
41,3.111610258,-0.933839459,13.10029151,-9.785908717,-10.06331106,9.639774276,5.293319225,14.52292143,3.370250432,2.496944102,4.650884239,4.491229542,-1.420359185
45,3.116142252,-1.928640315,12.83037504,-10.47924709,-10.11337042,9.844708839,5.34913844,14.30891514,3.065364762,1.873931344,4.343624758,4.375073101,-1.377372526
43,2.971805751,-1.03436372,12.55919873,-10.44333002,-10.31908305,9.632153242,5.339189979,14.6513231,2.955069537,2.618881676,4.096876309,4.242211609,-1.721341815
60,3.134140344,-0.125439973,12.91179961,-11.53280876,-10.22763233,9.774674087,5.418539728,15.26301687,2.375171057,1.908829357,4.470804228,4.114584901,-0.816290487
62,2.884844776,-1.133130933,12.3243217,-10.34030618,-10.58290757,9.886146429,5.480841189,14.0658632,2.252419014,2.392005638,4.279951605,3.868748446,-1.354830551
50,3.052630323,-0.934340163,11.85532846,-11.756472,-10.53283282,10.11665958,5.813621595,14.40033646,2.229058809,2.446173523,4.27772329,4.002569446,-1.172744135
45,2.955994244,-0.663490285,11.38263298,-10.9834069,-10.44912316,10.45881596,5.405388936,14.04384299,2.509725086,2.532424586,3.446442783,3.882402338,-2.083311319
43,3.685347338,-1.38642635,13.16520165,-10.52202036,-10.14178604,9.49908193,5.555802737,14.65281197,2.633636437,1.628524675,4.324468857,4.055754517,-1.025065961
55,3.476948318,-1.189022972,12.69206661,-10.63601321,-10.70253894,9.988895908,5.281448495,14.34590928,2.817875656,2.078321473,4.454885098,4.208556534,-1.495557326
56,3.835526239,-1.900303413,12.72080001,-9.335327175,-10.07461264,9.352919572,5.422182703,14.02809036,2.521674095,1.469144906,3.591866576,3.586266948,-2.080123683
52,3.721559924,-1.009540108,12.29059619,-10.42446752,-10.05554347,9.746507087,5.397058941,14.57961049,2.357593156,1.803658127,4.284704685,3.933689029,-1.354173433
54,2.34859952,-0.607796285,12.0393107,-11.5507274,-10.04850528,10.43373654,5.895440822,14.82276468,2.823888433,2.768954607,4.236672606,4.444808255,-1.507604671
44,3.535462198,-1.532390227,12.53001627,-10.47849122,-10.07243243,9.694423253,5.147447766,14.2979275,2.926989639,1.791758038,4.159921908,3.809247595,-1.587848504
58,3.326673713,-1.087326291,12.84281522,-10.75816652,-9.874238708,9.68742633,5.465411143,14.76300686,2.882087663,1.928264557,4.668072609,4.361028508,-0.862341635
55,2.841482691,-0.09190575,11.11175848,-12.39754196,-10.33136124,10.93727478,5.386073551,14.7184589,3.167878422,2.743093481,3.952867672,4.757078584,-1.161453481
44,2.990612708,-0.541339829,11.07751797,-11.89948887,-10.84772413,9.972680606,5.66390412,14.65523471,2.449981167,2.888953712,3.733706517,4.48611439,-1.068764556
59,3.594985617,-1.352420697,11.75036961,-10.75850831,-10.19522431,9.877171392,5.183085745,14.46042436,2.807379218,2.707155923,4.072065341,4.04962676,-0.875846164
54,3.225242594,-0.860050596,11.38831242,-10.75626274,-10.8020834,10.1533507,5.641898949,14.12882747,2.586335451,2.892276931,3.385763944,4.078984564,-2.233122103
52,2.323376618,-0.721551502,12.34869169,-12.50422473,-10.88164544,10.23742325,6.211779129,15.08040475,2.717987305,2.889521992,4.815438686,4.944466095,-0.17147218
58,3.283354247,-1.391403669,13.45038706,-10.32285552,-9.818817006,9.719070445,5.183837456,14.55414073,2.858366669,1.318914662,4.341491072,4.163264318,-1.089534161
35,3.109404775,-1.673282785,12.66928948,-9.230808311,-10.10642946,9.744171044,3.765040294,14.46634633,2.798441265,1.321775737,4.037823218,3.962605579,-2.211323059
40,3.856667112,-1.960508418,13.05279801,-10.28376695,-10.87293252,9.464484708,5.898416865,13.98673235,2.485403807,2.670613464,4.677609866,3.792642795,-1.885773777
64,3.198314108,-0.836605329,13.34471979,-9.877373898,-10.28655506,9.627828196,5.188239931,14.68974752,3.266305987,1.649517293,4.422995298,4.478613281,-0.95918465
47,2.701458582,-1.109354887,12.51025061,-10.81623985,-10.40412755,10.28479724,5.42388546,14.35532842,3.398800648,2.140937168,4.831280533,4.82613579,-1.587001746
58,3.697400629,-0.87575531,12.18468372,-10.89803967,-10.31708925,9.984476677,5.390161836,14.36479789,3.241146796,2.30807189,4.410323876,4.111529913,-1.593577507
36,2.776282828,-0.773489155,12.01499534,-11.35417328,-10.00549298,10.36826687,5.77717973,14.56701836,2.811441859,2.146379099,4.373104267,4.395727659,-1.871799024
44,2.912015678,-0.722376189,10.97456707,-12.70809877,-10.85506069,10.79411634,5.459682624,15.17064164,2.898008682,2.516783554,4.691940425,4.681121608,-0.575254806
48,3.140817776,-1.157404549,12.82062354,-10.2060357,-9.822293936,9.33963822,5.95049331,14.48985048,2.088370406,2.041115289,4.104944973,3.945188475,-0.936956752
45,2.732129367,-0.915646245,12.48632776,-11.85911341,-10.76242937,9.813192745,6.029093648,15.46901163,1.924253616,2.265368019,4.715215666,4.545496507,-0.486992951
41,3.255421243,-1.438298412,13.34616702,-12.692786,-10.10018073,9.668446916,6.278621221,15.17115455,2.264755375,2.00770279,4.812782022,4.58870691,-0.07973072
43,3.880025844,-1.224271477,12.9074894,-10.57050668,-10.1817517,9.196690636,4.963681739,14.71421281,2.608070236,1.498129196,4.544245868,3.911612571,-1.58071806
55,3.189771628,-1.634910051,13.15990688,-9.494820822,-10.42525186,10.13095866,5.197532411,14.04706272,3.148094052,2.524777503,4.487908241,4.165245593,-2.25215384
62,4.166708378,-2.153337986,12.74145387,-10.70681044,-10.05530908,9.657955331,5.241975316,14.54269386,2.653520836,1.528815817,4.217393011,3.710465733,-0.820601848
39,2.926362269,-1.527411818,12.81568947,-11.45425022,-10.31809787,9.989257636,5.655047053,14.69275946,2.70921677,2.375970055,4.383061682,4.403709608,-1.242583378
38,3.521686874,-2.197042994,13.01867558,-10.6737788,-10.09669563,9.285637707,5.251692557,14.61072053,2.603837747,1.746732625,4.254265542,4.16570581,-0.931541059
41,3.667421744,-1.787403576,12.97145823,-10.17855417,-9.702781848,9.697220997,4.914740459,14.24074483,3.386294887,1.891837499,4.697544066,4.197086759,-1.093440997
38,3.157653978,-1.64149832,12.78268619,-9.825500567,-10.66516308,10.48031063,4.834310475,14.1259659,3.3236854,2.359349087,4.662182186,4.380096961,-2.236974179
48,3.304069631,-1.393442417,11.82946356,-11.0890616,-10.11467953,10.23132497,5.324635555,14.47114112,2.152646729,2.129538094,4.087757755,3.810784911,-1.883526507
44,2.937967981,-1.471051522,13.03199211,-10.18517019,-10.06386133,9.880424442,5.026098615,14.63480841,2.76556527,1.34589373,4.720570649,4.343521064,-1.736765076
46,2.858543935,-0.870976487,11.83571922,-11.62903884,-10.78476313,10.36136809,5.267152263,15.03682687,2.636414322,2.719352965,4.494394817,4.47053192,-0.656204404
44,2.525623689,-1.281497792,13.0382816,-10.31577223,-10.31643125,9.932075922,5.504455495,14.50254383,3.568543436,2.20126357,5.007634657,4.529816137,-1.973849265
58,2.922465322,-1.519837104,11.82252015,-10.95368272,-10.72337434,10.31206151,5.91824263,14.30679427,2.177599543,2.68344145,4.036915563,4.093618173,-1.746355534
52,2.786725108,-1.487089941,12.8526544,-10.91440428,-9.653972106,10.08430773,5.515828989,14.69708181,2.605659541,1.802207544,4.259751073,4.291195171,-1.271565353
51,3.427005522,-1.885958492,12.8602281,-11.19342455,-10.4206623,9.590086485,5.109053204,14.38070576,2.683100409,2.069558051,3.975118121,4.068078895,-1.219013379
53,3.071900711,-1.902054549,12.77844102,-11.32591295,-10.6221839,9.995263466,5.755837084,14.73525094,2.30506233,2.700673301,4.099051871,4.015476686,-0.853944892
51,3.364649538,-1.379383695,11.70458311,-10.90639506,-10.34620262,10.19408488,5.454519473,14.09921967,2.857697243,1.956591975,3.705348455,4.170468432,-1.443224706
45,3.147772466,-0.700508072,12.55715044,-10.83171435,-10.75369871,9.982498644,5.858111849,14.81038206,2.414884979,2.531562286,4.465617776,4.338942099,-1.091469765
45,3.503731257,-2.256466707,13.07617576,-9.83189648,-9.904942567,9.504618494,4.684728188,14.78690518,3.090176006,1.374648104,4.931139412,4.582470003,-1.052648087
43,3.322780465,-1.440948925,12.4250532,-11.59449344,-10.92858985,9.90569238,5.75162529,14.20410997,2.873119268,2.298688158,4.737125563,4.302479201,-0.924767067
52,3.090955609,-1.751930285,12.08218309,-11.03293981,-10.84705586,10.25611449,5.094694829,13.7284605,2.541121406,1.869628964,4.229064257,4.170832208,-1.832555965
43,3.826788594,-1.479495989,12.25631832,-10.42870518,-10.98510537,9.225604186,5.06832495,14.23529742,2.143295474,1.761820154,4.236183243,3.685930546,-0.780971275
41,3.012244318,-1.559968753,13.47614151,-10.27551905,-10.23135645,9.185026819,5.129243954,15.09549406,2.326791703,1.401552776,4.005422526,4.036185551,-1.049361124
53,3.095838122,-1.366971466,12.75446619,-9.264618116,-9.315909046,9.353673722,4.539670437,14.77319687,3.126601667,1.809484843,4.630839939,4.307093045,-1.980856773
40,3.762999632,-1.20976113,13.24336397,-10.76370742,-10.13082063,9.602018211,5.743462419,14.41638729,3.636575749,1.628150618,5.049827554,4.51812834,-1.063394025
57,2.811052678,-0.697371255,11.50678274,-11.17204283,-10.43443928,10.23196073,5.240964985,14.94865077,2.67484656,2.508403944,4.15508067,4.303869286,-1.787070458
49,3.155895376,-1.543207295,12.38019987,-10.48487015,-10.34016187,9.471725258,4.922590287,14.38822405,2.662287916,1.663803672,4.461007037,3.916621432,-1.074894168
50,2.839851199,-1.511541048,12.67914534,-11.44467755,-10.90472914,9.73530724,5.567250774,14.90777875,2.771406934,2.336531991,4.620430334,4.399399672,-1.240700277
38,2.858396133,-1.509009932,12.40610428,-10.82182818,-10.59366798,10.02147339,5.706594462,14.55227933,2.770915556,2.619724561,4.16137348,4.1729325,-1.365145933
48,3.150856646,-0.601806202,12.38045934,-11.14878926,-9.67913674,10.23785682,4.824697994,14.841965,3.102332115,1.755750586,4.591342755,4.645504975,-0.991293894
29,3.449469052,-1.065339307,12.34901006,-10.13667669,-9.805547869,10.07493259,4.793448053,14.10405029,2.563321964,1.652988671,3.91208712,3.912355493,-1.811045402
42,2.840531065,-1.344104338,13.13059927,-10.66917049,-10.19677947,9.666565131,5.630421537,14.93363503,2.694093675,2.266958741,4.547696356,4.348013466,-1.342378559
59,3.93102267,-1.382941537,12.441792,-11.07717183,-10.47208539,9.675947246,5.391086012,14.39422284,2.180916046,1.997001108,4.056850869,3.769336168,-0.875305163
60,3.731114184,-2.023646631,13.24229491,-9.474018045,-10.49726322,9.153790001,4.871673719,14.05288199,2.058727555,1.670022161,4.21062436,3.943911027,-1.258014037
38,3.145008171,-1.738566581,13.08427113,-10.17425638,-10.23119483,9.323297843,5.76895891,14.42404281,2.38243671,1.993276671,4.320909621,4.004374941,-1.382331876
54,3.857983157,-1.491663731,12.20615615,-10.26293942,-10.22606814,9.885913654,5.082941996,14.16958731,2.642728914,1.970839847,4.293794348,3.954707485,-1.138380544
42,3.519663647,-0.939419591,12.35742499,-10.53270662,-10.39331069,9.400292657,5.150243271,14.81163946,2.233902619,1.686351907,4.297937335,4.063955902,-1.369876912
63,3.585423001,-1.379336519,12.90306714,-10.24680468,-9.823146883,9.817528136,4.74107897,14.92706351,3.226595125,1.46394243,4.475295272,4.166303491,-1.252135215
63,2.455956694,-0.928259014,12.57000822,-10.23377016,-10.12998421,10.06300904,5.729714041,15.01844284,2.698125999,2.09861922,4.453018476,4.556343414,-1.253497338
50,2.522963001,-0.85786243,12.10411718,-10.8064136,-10.09807487,10.18122844,5.119437388,14.65831394,2.96064713,1.613302491,3.687379089,4.329376521,-2.263148829
35,2.779877113,-0.884890171,11.00784252,-11.74032242,-10.58341464,10.27241475,5.756431258,14.52099485,2.342665574,2.843201769,3.654330064,3.959416173,-1.850632946
42,2.794281646,-0.434111145,11.43771474,-11.90759015,-10.72493521,10.18372299,5.508713547,14.85996402,2.8673966,2.530678688,4.504912555,4.30383918,-1.581323515
46,2.782006292,-0.592251842,12.01905867,-11.39862014,-9.855619968,9.990167219,6.056158218,14.62422983,2.647461552,1.861160402,4.150068626,4.375691492,-1.389190979
62,3.124436209,-1.203496171,12.74373508,-9.626637318,-9.690631265,9.621019499,5.222263244,14.28059961,2.529405361,1.841398356,4.212952635,4.082500264,-2.301982684
48,2.653139828,-1.662149922,13.25703222,-10.76596999,-10.67207152,9.70413698,5.785947198,14.41380528,2.60985917,3.018951293,4.354427651,4.689423151,-1.143682391
64,3.751232829,-1.721891711,13.00437782,-9.371217301,-9.977637622,9.616351965,4.527802111,14.0432923,3.239823194,1.590697643,4.410536706,3.831305452,-1.817879911
18,3.1427835,-1.84208255,12.22656305,-10.93099758,-10.22109858,10.48088362,5.601135662,14.39681024,3.304497609,2.48784674,4.561051504,4.309335299,-1.575687172
64,2.475438384,-0.917233133,12.03699524,-12.3896148,-10.47123606,10.25724825,6.645641949,14.84002709,3.250828629,2.992909742,4.744788404,5.038252131,-0.827249474
52,3.402161423,-1.511956009,13.16228914,-9.668048435,-9.333348618,9.222123025,4.996922402,14.8167401,2.825690149,1.447971263,4.81765249,4.131305664,-1.152139862
41,4.036201522,-2.371329922,13.82578515,-9.847092405,-10.22704313,9.15904907,5.279720767,14.67686043,2.682034066,1.618777569,4.692334199,4.197532056,-0.878665003
39,2.767021651,-0.523004552,11.65408366,-11.4682391,-10.26921081,11.11350056,5.600934021,14.37579488,3.177422282,2.639365795,4.530401952,4.574745318,-1.705012449
37,4.026197787,-0.91030633,12.95516716,-10.31685422,-9.827799619,9.723157094,4.895829009,14.0805966,2.958125669,1.557285614,3.859621901,4.138499945,-1.453754169
67,3.717862108,-0.756350796,13.28028451,-10.07712181,-10.26954388,9.235081677,5.138489332,14.24603984,2.298481132,1.70019799,4.432486326,3.883643335,-1.097794329
60,2.93704456,-0.875024539,12.27168216,-11.42776018,-10.28207696,10.07122572,5.641292718,14.7512444,2.74756516,2.11154641,4.221033027,4.322056202,-1.024895667
52,3.401940621,-1.591993476,12.79666247,-10.02953242,-10.54109485,10.27104464,4.795360331,14.08381308,3.466977913,1.863152365,4.617607362,4.195112079,-1.670854429
48,2.577756168,-0.032057263,11.51577418,-11.62700958,-10.13060712,11.07200485,5.803802397,14.93354083,3.241676723,2.745970637,4.453536096,4.586490504,-1.127304932
59,3.578454564,-1.720639547,12.795155,-9.456292575,-10.03796621,9.203474557,5.093637392,14.49089641,2.365431748,1.630835394,4.000955461,3.810638207,-1.34861467
37,3.490608003,-1.841850734,13.13907211,-10.74308394,-9.976427882,9.669245979,5.916265529,14.62638754,2.628925151,2.104875903,4.16874671,4.204621835,-0.812706335
39,3.298311402,-1.078474796,12.585604,-11.17668259,-9.907224691,9.465099244,5.632912757,14.92063067,2.056574276,2.306941772,3.960834229,4.110877,-0.711784837
33,3.579881655,-0.536767463,12.08802703,-11.2128147,-10.76658676,9.889070152,5.856817095,14.46644176,2.381999134,2.291276046,4.190003616,3.978210861,-1.220881312
54,3.601833481,-0.869712387,12.78624059,-11.20223681,-10.39563634,10.26784616,5.555865491,14.6255777,2.717816511,2.350118549,4.217526483,3.99816187,-0.77892623
38,3.338932832,-1.670892004,12.66203323,-10.81942802,-10.17110741,9.409680441,5.035957973,14.83673629,2.66581103,1.319606062,4.765675268,4.211465321,-1.156706436
58,3.444827621,-1.514354526,12.91753309,-10.0492402,-10.37958625,9.640018071,5.373031307,13.98278188,2.995639001,2.172682311,4.106046134,3.812363821,-1.973633706
44,4.166109484,-2.315215103,12.58708145,-10.54037391,-10.10755893,9.400526067,4.734007418,14.10697744,3.076453891,1.679407352,4.530208066,3.594599744,-1.457072255
57,3.449121091,0.069300101,11.53839183,-11.46106499,-10.88186118,10.56573589,5.531150518,14.06420682,3.106067572,2.767088534,4.640787056,4.519219779,-1.063602683
57,3.184920869,-0.848535851,12.04495038,-10.05945956,-10.46990545,9.606282039,4.890431664,14.57436525,2.579556055,2.193352753,4.229478921,3.793683018,-1.68480769
48,3.638587969,-1.801993443,13.52082755,-8.727119972,-10.68708263,8.484578607,5.750444895,14.46307128,2.348561278,1.833437055,4.077708742,3.827323762,-1.271663081
42,2.609589338,-0.573264999,11.62431252,-10.50262082,-10.38899476,10.43711096,5.210951559,13.99767601,3.08936852,2.409242564,4.102701746,4.60215159,-2.400969835
43,2.904113825,-1.017638329,12.21878079,-11.10821363,-10.87215561,10.07133624,5.635822713,14.65110649,2.101771781,2.591906675,4.240710838,4.298057192,-0.939359676
43,3.035766197,-0.913817561,12.35604234,-11.24861588,-10.11689635,10.59517288,5.656605334,14.2626852,3.132654357,2.574492515,4.002396409,4.474831168,-1.402736961
47,2.460251509,-0.201798521,12.28161494,-11.88991988,-10.1746617,10.62169509,5.499999674,15.32522619,2.890535081,2.375328216,4.894034632,4.381640499,-1.339616519
49,3.644358756,-1.504529514,12.33894381,-9.892864077,-10.06370599,10.44046989,5.132412194,14.06308174,3.456548359,2.537959251,4.508095298,4.2507621,-2.055507956
55,2.960679003,-1.286179748,12.15508601,-11.05439494,-10.32488014,10.07756931,5.518854917,14.29532734,2.817211379,2.332155445,4.646591072,4.487443994,-1.280471235
51,3.35637031,-1.540475407,12.41438641,-10.08077003,-10.48882429,9.786375425,5.028991489,13.988671,2.333853255,1.326399695,3.819446847,3.65370048,-1.771936026
32,3.191937845,-1.933242455,12.8802774,-10.56482,-10.79977782,10.04806935,5.966410212,14.2530447,2.47386481,2.441056563,3.922448935,4.047123492,-1.4950186
49,4.027462056,-1.955379885,12.12395682,-11.90392233,-10.37703084,9.621566981,4.968599965,14.97559932,2.330739002,1.580460715,4.732242021,3.907261436,-0.165147324
38,2.122904142,-1.270548328,12.37665268,-11.11773938,-9.983422855,10.16688258,5.239529664,15.17872668,3.219744561,2.338078055,4.330832002,4.812320324,-2.069976604
55,2.813628477,-0.942441673,12.83976143,-10.94206467,-10.08321221,10.16145335,5.22257736,14.59982802,2.581381718,1.594131592,3.838299526,4.192726438,-1.832528645
49,3.067563659,-0.606419215,12.39114764,-10.92166538,-10.03140789,9.505552034,5.741543805,14.84536906,2.126362119,1.952551519,4.090096759,4.30619789,-0.912995575
38,3.898918743,-2.22546059,14.29813883,-9.098809538,-9.920409872,8.732040432,4.449697742,14.77581512,3.063735617,1.380014839,5.022253249,4.06921498,-0.810561595
63,3.284679989,-1.429895534,12.77581325,-11.07589622,-9.724428524,9.804860769,4.734274498,14.68068626,3.058702694,1.892849425,4.563035868,4.427716544,-1.505885506
49,3.379362989,-1.405383453,11.99160671,-12.21738965,-10.29337574,10.41266416,5.875619787,14.53422076,2.469752213,2.404322274,4.583118709,4.260535819,-1.231400728
62,3.615616659,-1.595727655,12.90899552,-9.899112567,-9.963452392,9.287486791,5.54368924,14.39269884,2.356251247,1.676428188,4.664052456,3.880746869,-1.346219914
43,2.936336465,-1.160554771,12.85148032,-10.72097169,-10.83233378,9.721021886,5.305844883,14.61584056,2.834608753,2.337709607,4.424860965,4.297984832,-1.283484989
